StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_DO,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_DO,Random ID,FL_16_DO
7/17/19 4:41,7/17/19 4:45,IP Address,157.46.52.162,100,259,TRUE,7/17/19 4:45,R_3jUawvFSNJiGgTs,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Orientation not listed,Asian/Asian American,22 - 30,Master's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is highly motivated and committed to their work.|Jordan has leadership qualities.|Jordan is friendly.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send externally (for example, to a client).|I would like to work with Jordan.|Jordan is sincere.|This email is appropriate for the situation.|Jordan has a positive attitude.|Jordan is knowledgeable about their work.",50830,TreatmentEmail
7/17/19 4:41,7/17/19 4:46,IP Address,198.228.170.230,100,272,TRUE,7/17/19 4:46,R_3OfDuHO7tyzzkEP,,,,,37.75100708,-97.8219986,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,"This email is appropriate for the situation.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work with Jordan.|Jordan has a positive attitude.|Jordan is highly motivated and committed to their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|Jordan has leadership qualities.|I would like to work on a project led by Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|Jordan is sincere.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.",,,,,,,,,,,,,,,,,,68209,ControlEmail
7/17/19 4:45,7/17/19 4:46,IP Address,122.183.158.10,100,33,TRUE,7/17/19 4:46,R_2f71m3QrHHvmiQK,,,,,20,77,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35142,BL_b7ALVqd7xfUPSC1
7/17/19 4:41,7/17/19 4:46,IP Address,50.239.137.10,100,279,TRUE,7/17/19 4:46,R_UShE8BConiG6roR,,,,,36.40280151,-97.86229706,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Southwestern United States,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Strongly Disagree,"This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is highly motivated and committed to their work.|This email is appropriate for the situation.|I would like to work on a project led by Jordan.|Jordan is hardworking.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has a positive attitude.|Jordan is sincere.|I would like to work with Jordan.|Jordan is friendly.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has leadership qualities.",,,,,,,,,,,,,,,,,,10310,ControlEmail
7/17/19 4:40,7/17/19 4:46,IP Address,74.82.60.175,100,321,TRUE,7/17/19 4:46,R_2sTEiibkoG5PnUK,,,,,37.5625,-122.0003967,anonymous,EN,I agree and want to continue the survey,He/his,Decline to state,African-American/Black,22 - 30,Some undergraduate college or post-secondary school,Employed - Part Time,Northeastern United States,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly Disagree,"Jordan is knowledgeable about their work.|This email is appropriate for the situation.|I would like to work with Jordan.|Jordan is hardworking.|This email is acceptable to send externally (for example, to a client).|I would like to work on a project led by Jordan.|Jordan is friendly.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|Jordan has leadership qualities.|Jordan is highly motivated and committed to their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.",,,,,,,,,,,,,,,,,,85383,ControlEmail
7/17/19 4:44,7/17/19 4:46,IP Address,79.119.47.84,100,110,TRUE,7/17/19 4:46,R_2R1zPq6GIwFo1xz,,,,,47.04580688,21.91830444,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,41 - 50,Some undergraduate college or post-secondary school,Employed - Part Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40345,BL_b7ALVqd7xfUPSC1
7/17/19 4:44,7/17/19 4:46,IP Address,75.131.9.235,100,118,TRUE,7/17/19 4:46,R_1dfSWfRum9qg30m,,,,,33.56370544,-84.2111969,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,41 - 50,Master's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,"Jordan is friendly.|I would like to work on a project led by Jordan.|Jordan is highly motivated and committed to their work.|Jordan has a positive attitude.|This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is appropriate for the situation.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work with Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is sincere.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has leadership qualities.",81370,TreatmentEmail
7/17/19 4:40,7/17/19 4:46,IP Address,157.50.235.226,100,347,TRUE,7/17/19 4:46,R_1jxGrCNatRDrX9T,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Not located in United States,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly Disagree,"This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is sincere.|Jordan is hardworking.|Jordan is knowledgeable about their work.|I would like to work with Jordan.|I would like to work on a project led by Jordan.|Jordan is highly motivated and committed to their work.|This email is appropriate for the situation.|Jordan is friendly.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has a positive attitude.",,,,,,,,,,,,,,,,,,67545,ControlEmail
7/17/19 4:45,7/17/19 4:46,IP Address,122.164.46.106,100,47,TRUE,7/17/19 4:46,R_yqMpWYgBxXLcLzX,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Asexual,Asian/Asian American,22 - 30,Master's Degree,Employed - Full Time,Western United States,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,"Jordan is sincere.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is knowledgeable about their work.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.|Jordan has a positive attitude.|Jordan is friendly.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work with Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is highly motivated and committed to their work.",,,,,,,,,,,,,,,,,,46613,ControlEmail
7/17/19 4:44,7/17/19 4:46,IP Address,71.193.100.219,100,92,TRUE,7/17/19 4:46,R_0NBKzsq9Rh3lbt7,,,,,34.95779419,-85.30120087,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,22 - 30,High School/GED,Unemployed,Southeastern United States,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,"Jordan is highly motivated and committed to their work.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work with Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is appropriate for the situation.|Jordan is hardworking.|Jordan is sincere.|I would feel comfortable approaching Jordan with problems or challenges.|I would like to work on a project led by Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|Jordan is knowledgeable about their work.|Jordan has leadership qualities.",97241,TreatmentEmail
7/17/19 4:45,7/17/19 4:46,IP Address,171.49.193.33,100,83,TRUE,7/17/19 4:46,R_3NR2tf1nNzIAkBX,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southwestern United States,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,"This email is appropriate for the situation.|I would like to work with Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is friendly.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|Jordan is sincere.|Jordan is highly motivated and committed to their work.|Jordan has a positive attitude.|Jordan has leadership qualities.|I would feel comfortable approaching Jordan with problems or challenges.|I would like to work on a project led by Jordan.|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send externally (for example, to a client).",,,,,,,,,,,,,,,,,,18478,ControlEmail
7/17/19 4:44,7/17/19 4:46,IP Address,106.181.127.254,100,120,TRUE,7/17/19 4:46,R_1jDRTywuKYZXEfm,,,,,35.66239929,139.7036133,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,"Jordan is hardworking.|Jordan is knowledgeable about their work.|This email is acceptable to send externally (for example, to a client).|I would like to work with Jordan.|Jordan has a positive attitude.|Jordan is friendly.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has leadership qualities.|Jordan is sincere.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.",,,,,,,,,,,,,,,,,,28478,ControlEmail
7/17/19 4:45,7/17/19 4:46,IP Address,157.33.166.5,100,69,TRUE,7/17/19 4:46,R_2pYwO5S6tuh8IGA,,,,,18.53320313,73.8625946,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Pacific Islander,41 - 50,Bachelor's Degree,Employed - Part Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13719,BL_b7ALVqd7xfUPSC1
7/17/19 4:42,7/17/19 4:46,IP Address,122.165.176.238,100,217,TRUE,7/17/19 4:46,R_3EF22Bj6rSr0LIY,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,31 - 40,Master's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72456,BL_b7ALVqd7xfUPSC1
7/17/19 4:41,7/17/19 4:46,IP Address,38.96.188.204,100,321,TRUE,7/17/19 4:46,R_3kcf4w7KoUCkUdL,,,,,40.74279785,-73.97119904,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,31 - 40,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly Disagree,"This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has leadership qualities.|Jordan is sincere.|I would like to work with Jordan.|This email is acceptable to send externally (for example, to a client).|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is friendly.|Jordan is knowledgeable about their work.|Jordan has a positive attitude.|This email is appropriate for the situation.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|I would like to work on a project led by Jordan.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.",17863,TreatmentEmail
7/17/19 4:41,7/17/19 4:46,IP Address,157.46.51.216,100,298,TRUE,7/17/19 4:46,R_1OBu4KXM13wTE0J,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly Disagree,"Jordan has a positive attitude.|Jordan is hardworking.|I would like to work with Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is sincere.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is friendly.|Jordan has leadership qualities.|This email is appropriate for the situation.|Jordan is highly motivated and committed to their work.|I would like to work on a project led by Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).",57611,TreatmentEmail
7/17/19 4:45,7/17/19 4:46,IP Address,162.154.128.144,100,54,TRUE,7/17/19 4:46,R_3hljVq6OwH88oe6,,,,,41.10749817,-81.50060272,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,African-American/Black,51-60,Master's Degree,Employed - Full Time,Midwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54021,BL_b7ALVqd7xfUPSC1
7/17/19 4:41,7/17/19 4:46,IP Address,49.206.113.104,100,299,TRUE,7/17/19 4:46,R_2tolCjcTKbYT6O0,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Not located in United States,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly Disagree,"I would feel comfortable approaching Jordan with problems or challenges.|I would like to work with Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is friendly.|Jordan is sincere.|Jordan is highly motivated and committed to their work.|Jordan is knowledgeable about their work.|This email is appropriate for the situation.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.|This email is acceptable to send to Jordan's peers at the same organizational level.",,,,,,,,,,,,,,,,,,82488,ControlEmail
7/17/19 4:45,7/17/19 4:46,IP Address,106.51.153.168,100,75,TRUE,7/17/19 4:46,R_1JCnxtXbbD2U1kL,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Asexual,Asian/Asian American,22 - 30,Master's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly Disagree,"Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has a positive attitude.|Jordan is hardworking.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would feel comfortable approaching Jordan with problems or challenges.|I would like to work with Jordan.|This email is appropriate for the situation.|Jordan is highly motivated and committed to their work.|Jordan has leadership qualities.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.",47736,TreatmentEmail
7/17/19 4:45,7/17/19 4:46,IP Address,197.211.57.131,100,93,TRUE,7/17/19 4:46,R_yQ0QVvEPB2SVgBj,,,,,9.176605225,7.175094604,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,African-American/Black,31 - 40,Master's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52938,BL_b7ALVqd7xfUPSC1
7/17/19 4:45,7/17/19 4:46,IP Address,106.51.153.82,100,95,TRUE,7/17/19 4:46,R_2TBqwX5uk7nWqhH,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,22 - 30,Some graduate college,Student,Western United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16922,BL_b7ALVqd7xfUPSC1
7/17/19 4:42,7/17/19 4:46,IP Address,171.78.189.235,100,274,TRUE,7/17/19 4:46,R_3fGG1oHAHtacWLW,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,31 - 40,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,"This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is highly motivated and committed to their work.|I would like to work with Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is friendly.|I would like to work on a project led by Jordan.|Jordan is sincere.|Jordan is knowledgeable about their work.|This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has a positive attitude.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has leadership qualities.",86018,TreatmentEmail
7/17/19 4:45,7/17/19 4:46,IP Address,103.114.211.13,100,61,TRUE,7/17/19 4:46,R_WkEviEVQIGaLg9b,,,,,10.99099731,76.96670532,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,"Asian/Asian American,White",22 - 30,Bachelor's Degree,Employed - Full Time,Southwestern United States,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Strongly Disagree,"Jordan has a positive attitude.|I would like to work with Jordan.|I would like to work on a project led by Jordan.|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is friendly.|This email is appropriate for the situation.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is sincere.|Jordan has leadership qualities.|Jordan is knowledgeable about their work.",,,,,,,,,,,,,,,,,,48716,ControlEmail
7/17/19 4:46,7/17/19 4:47,IP Address,207.188.176.51,100,42,TRUE,7/17/19 4:47,R_2wTCwZKpaa8maGx,,,,,47.60920715,-122.3314056,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,22 - 30,Ph. D.,Employed - Full Time,Southwestern United States,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,"Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is sincere.|Jordan has leadership qualities.|This email is acceptable to send externally (for example, to a client).|I would like to work on a project led by Jordan.|Jordan is friendly.|Jordan is hardworking.|I would like to work with Jordan.|This email is appropriate for the situation.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|This email is acceptable to send to Jordan's peers at the same organizational level.",,,,,,,,,,,,,,,,,,34916,ControlEmail
7/17/19 4:42,7/17/19 4:47,IP Address,157.46.21.116,100,284,TRUE,7/17/19 4:47,R_3j7B3ATMk1TjReS,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,22 - 30,Master's Degree,Employed - Full Time,Not located in United States,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,"Jordan has a positive attitude.|This email is acceptable to send externally (for example, to a client).|Jordan is sincere.|I would like to work with Jordan.|Jordan is hardworking.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is friendly.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|This email is appropriate for the situation.",,,,,,,,,,,,,,,,,,69287,ControlEmail
7/17/19 4:43,7/17/19 4:47,IP Address,122.170.185.154,100,200,TRUE,7/17/19 4:47,R_3L0kdISjNm8rt16,,,,,23.03579712,72.61940002,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,31 - 40,Master's Degree,Employed - Full Time,Not located in United States,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,"This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work on a project led by Jordan.|Jordan is sincere.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|Jordan has leadership qualities.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|This email is acceptable to send externally (for example, to a client).|I would like to work with Jordan.|Jordan is knowledgeable about their work.|Jordan is hardworking.|Jordan has a positive attitude.|Jordan is highly motivated and committed to their work.",,,,,,,,,,,,,,,,,,33326,ControlEmail
7/17/19 4:46,7/17/19 4:47,IP Address,73.65.171.8,100,56,TRUE,7/17/19 4:47,R_5o0Sf50b8aFsMvL,,,,,41.03959656,-111.9360962,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,31 - 40,Some high school,Unemployed,Western United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42002,BL_b7ALVqd7xfUPSC1
7/17/19 4:45,7/17/19 4:47,IP Address,73.141.101.183,100,125,TRUE,7/17/19 4:47,R_1GuY6ZIULYCQ2oJ,,,,,40.12150574,-75.32689667,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Master's Degree,Employed - Full Time,Northeastern United States,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,"Jordan has a positive attitude.|I would like to work with Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is hardworking.|Jordan is sincere.|Jordan has leadership qualities.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|Jordan is friendly.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).",,,,,,,,,,,,,,,,,,23620,ControlEmail
