"","loc_latitude","loc_longitude","pronoun","sexual_orientation","race","age","education","employment_status","location","attention_check","assignment","source","friendly","positive","sincere","comfortable","work_with","situation","peers","others_above","others_below","externally","hardworking","knowledgeable","motivated","leadership","project","warmth","professionalism","competence","perception"
"107",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,5,7,6,6,7,6,6,6,5,6,5,7,7,6,6,6,6.2,6.06666666666667
"108",9.981903076,76.28448486,"She/hers","Orientation not listed","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","AWS",6,7,7,6,6,7,7,6,7,6,7,6,6,7,7,6.4,6.6,6.6,6.53333333333333
"109",9.449996948,77.92001343,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,5,6,4,4,5,4,5,4,5,4,4,5,3,5,5,4.6,4.2,4.6
"110",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",6,6,5,5,5,6,5,6,5,5,6,5,6,6,6,5.4,5.4,5.8,5.53333333333333
"111",42.99440002,-71.48840332,"He/his","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","MIDS",6,5,6,7,6,5,5,2,7,5,6,6,6,7,6,6,4.8,6.2,5.66666666666667
"112",33.92489624,-117.459198,"He/his","Heterosexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","AWS",6,6,6,6,6,4,4,2,2,2,6,6,6,6,6,6,2.8,6,4.93333333333333
"113",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,7,6,6,7,6,6,6,7,6,7,7,7,7,7,6.4,6.2,7,6.53333333333333
"114",40.4322052,-80.10209656,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",7,6,6,6,5,3,3,2,2,2,6,6,5,4,5,6,2.4,5.2,4.53333333333333
"115",37.75100708,-97.8219986,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Ph. D.","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",3,5,3,3,3,6,6,3,6,5,5,6,5,5,3,3.4,5.2,4.8,4.46666666666667
"116",26.17829895,-80.27339935,"She/hers","Heterosexual","White","41 - 50","High School/GED","Employed - Part Time","Southeastern United States","Strongly Disagree","Treatment","AWS",5,6,5,5,4,4,5,4,5,3,5,4,5,4,4,5,4.2,4.4,4.53333333333333
"117",33.98930359,-118.0890045,"He/his","Asexual","Hispanic/Latino","22 - 30","Some undergraduate college or post-secondary school","Decline to state","Western United States","Strongly Disagree","Treatment","AWS",7,7,7,6,6,6,3,2,7,2,4,6,5,4,6,6.6,4,5,5.2
"118",14.1006012,-87.21520233,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",5,6,6,5,6,6,6,3,6,5,7,6,7,6,6,5.6,5.2,6.4,5.73333333333333
"119",37.33880615,-121.8914032,"He/his","Heterosexual","Native American/Alaskan Native","22 - 30","Some graduate college","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",3,6,3,6,7,4,5,6,3,6,5,5,6,5,3,5,4.8,4.8,4.86666666666667
"120",23.75180054,90.42541504,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Part Time,Student","Western United States","Strongly Disagree","Treatment","AWS",6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,5.6,6,5.86666666666667
"121",33.55299377,-81.7193985,"He/his","Heterosexual","White","22 - 30","High School/GED","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",4,2,4,5,3,4,3,3,4,5,4,5,3,4,4,3.6,3.8,4,3.8
"122",-1.284103394,36.81550598,"He/his","Heterosexual","White","31 - 40","Master's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","MIDS",6,4,4,4,4,6,6,6,6,2,4,4,4,4,4,4.4,5.2,4,4.53333333333333
"123",9.449996948,77.92001343,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",5,5,5,5,6,6,6,6,5,5,6,6,6,5,6,5.2,5.6,5.8,5.53333333333333
"124",37.52810669,-121.9732056,"He/his","Heterosexual","Asian/Asian American","22 - 30","Master's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","MIDS",7,6,7,6,7,7,5,3,7,3,4,7,7,7,7,6.6,5,6.4,6
"125",38.73730469,-121.2322006,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","AWS",6,7,7,5,5,4,6,3,6,3,6,5,7,5,4,6,4.4,5.4,5.26666666666667
"126",33.78379822,-84.44550323,"She/hers","Heterosexual","African-American/Black","51 - 60","Some undergraduate college or post-secondary school","Unemployed","Southeastern United States","Strongly Disagree","Treatment","AWS",5,5,6,5,5,5,5,3,4,3,6,6,5,5,5,5.2,4,5.4,4.86666666666667
"127",29.73880005,-95.8309021,"She/hers","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",6,7,6,6,6,6,6,6,7,6,6,7,6,7,7,6.2,6.2,6.6,6.33333333333333
"128",33.76570129,-84.29509735,"She/hers","Heterosexual","Asian/Asian American","31 - 40","Ph. D.","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","MIDS",6,6,7,6,6,6,7,6,6,6,5,6,6,5,6,6.2,6.2,5.6,6
"129",52.39309692,1,"He/his","Heterosexual","White","22 - 30","Some undergraduate college or post-secondary school","Employed - Part Time","Not located in United States","Strongly Disagree","Treatment","AWS",5,6,6,4,5,5,5,2,4,3,4,5,5,5,5,5.2,3.8,4.8,4.6
"130",10.99099731,76.96670532,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Treatment","AWS",6,5,5,5,7,6,4,7,4,4,4,6,5,5,5,5.6,5,5,5.2
"131",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",7,7,6,7,5,7,6,7,6,6,6,7,6,6,6,6.4,6.4,6.2,6.33333333333333
"132",8.193893433,77.43139648,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,7,6,4,7,6,7,5,5,6,5,7,5,6,6,6,5.8,5.8,5.86666666666667
"133",51.19979858,6.772705078,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time,Student","Not located in United States","Strongly Disagree","Control","AWS",6,5,6,5,6,5,4,4,3,2,5,6,5,5,5,5.6,3.6,5.2,4.8
"134",34.75509644,-76.9068985,"He/his","Heterosexual","White","31 - 40","Master's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",5,5,5,6,5,6,5,2,6,2,5,6,6,5,5,5.2,4.2,5.4,4.93333333333333
"135",12.98330688,77.58331299,"She/hers","Heterosexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Control","AWS",4,5,6,5,6,5,5,6,5,5,6,6,4,3,5,5.2,5.2,4.8,5.06666666666667
"136",34.82899475,-82.57959747,"She/hers","Heterosexual","White","41 - 50","Some undergraduate college or post-secondary school","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,5,5,5,4,1,4,1,5,5,5,4,6,5.6,3,5,4.53333333333333
"137",18.97210693,72.82460022,"She/hers","Bisexual","Asian/Asian American","31 - 40","Bachelor's Degree","Unemployed","Not located in United States","Strongly Disagree","Control","AWS",6,6,6,6,6,7,5,5,5,3,6,7,6,6,5,6,5,6,5.66666666666667
"138",38.4539032,-90.32800293,"She/hers","Heterosexual","White","31 - 40","Some graduate college","Employed - Full Time","Midwestern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,5,5,5,7,1,6,6,6,6,6,6,4.6,6,5.53333333333333
"139",32.95689392,-96.83170319,"He/his","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",7,7,7,7,7,7,7,3,7,7,5,7,7,7,2,7,6.2,5.6,6.26666666666667
"140",41.23120117,16.29800415,"She/hers","Heterosexual","White","31 - 40","Bachelor's Degree","Unemployed","Not located in United States","Strongly Disagree","Treatment","AWS",6,5,5,4,6,5,4,4,4,4,5,5,2,5,3,5.2,4.2,4,4.46666666666667
"141",35.20599365,-77.6576004,"She/hers","Heterosexual","African-American/Black","22 - 30","Some undergraduate college or post-secondary school","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",5,7,6,6,4,7,7,6,7,7,7,7,7,7,4,5.6,6.8,6.4,6.26666666666667
"142",9.966705322,76.23330688,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",7,7,6,7,7,6,6,6,7,6,7,6,6,7,6,6.8,6.2,6.4,6.46666666666667
"143",38.90570068,-77.0318985,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,2,5,1,6,6,6,6,6,6,4,6,5.33333333333333
"144",44.97520447,-93.26119995,"He/his","Heterosexual","African-American/Black","22 - 30","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Control","AWS",4,6,6,4,6,6,6,3,4,6,5,6,6,6,7,5.2,5,6,5.4
"145",30.28179932,-94.21910095,"She/hers","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,6,6,6,6,5,6,3,6,6,6,6,6,6,5.2,6,5.73333333333333
"146",37.75100708,-97.8219986,"They/theirs","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,5,5,6,5,5,5,5,4,5,4,6,5,6,5,5.4,4.8,5.2,5.13333333333333
"147",11.1000061,77.3500061,"He/his","Heterosexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",7,6,6,6,6,6,4,3,6,1,4,6,4,6,6,6.2,4,5.2,5.13333333333333
"148",9.966705322,76.23330688,"He/his","Asexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",5,6,7,7,7,6,4,7,4,6,6,4,6,6,7,6.4,5.4,5.8,5.86666666666667
"149",52.53210449,13.40119934,"He/his","Heterosexual","Hispanic/Latino,White","22 - 30","Master's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","MIDS",6,6,6,5,4,4,6,6,5,5,5,5,5,4,4,5.4,5.2,4.6,5.06666666666667
"150",43.03909302,-76.12770081,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Master's Degree","Unemployed","Northeastern United States","Strongly Disagree","Control","AWS",7,7,7,6,7,7,6,4,6,6,7,7,7,6,6,6.8,5.8,6.6,6.4
"151",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",5,5,4,5,5,5,5,6,6,4,4,6,5,5,4,4.8,5.2,4.8,4.93333333333333
"152",34.05439758,-118.2440033,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",4,3,5,5,5,6,6,5,5,4,4,7,3,5,5,4.4,5.2,4.8,4.8
"153",10.99099731,76.96670532,"He/his","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",5,4,5,6,4,5,6,6,5,5,6,4,5,4,4,4.8,5.4,4.6,4.93333333333333
"154",40.43240356,-79.92469788,"She/hers","Heterosexual","White","22 - 30","Some graduate college","Student","Northeastern United States","Strongly Disagree","Treatment","AWS",6,5,3,5,2,3,4,3,3,1,3,6,6,5,4,4.2,2.8,4.8,3.93333333333333
"155",-31.89599609,115.7651978,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","MIDS",6,7,6,5,6,5,6,3,5,3,6,6,6,4,6,6,4.4,5.6,5.33333333333333
"156",32.56669617,74.08329773,"He/his","Heterosexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,5,6,6,5,5,5,6,6,6,5,6,5.4,5.6,5.66666666666667
"157",24.90429688,67.08169556,"Not listed","Decline to state","Asian/Asian American","Under 21","Bachelor's Degree","Student","Not located in United States","Strongly Disagree","Control","AWS",5,6,6,5,5,5,3,3,3,4,4,4,4,5,5,5.4,3.6,4.4,4.46666666666667
"158",-3.372802734,-39.56219482,"He/his","Heterosexual","Hispanic/Latino","31 - 40","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Treatment","AWS",4,3,3,4,4,3,3,2,3,1,4,4,4,6,3,3.6,2.4,4.2,3.4
"159",40.73590088,-73.99040222,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Some undergraduate college or post-secondary school","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",4,5,4,2,5,6,4,4,5,5,6,6,4,5,5,4,4.8,5.2,4.66666666666667
"160",41.81230164,-77.07160187,"She/hers","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",5,5,4,3,4,5,5,3,5,3,5,5,4,5,4,4.2,4.2,4.6,4.33333333333333
"161",37.9447937,-122.0279007,"He/his","Heterosexual","Decline to state","31 - 40","Ph. D.","Employed - Full Time","Western United States","Strongly Disagree","Treatment","MIDS",5,5,3,5,4,6,6,4,6,3,4,5,5,4,4,4.4,5,4.4,4.6
"162",40.08810425,-74.11949921,"She/hers","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",5,5,5,3,3,4,3,3,5,3,5,5,5,5,4,4.2,3.6,4.8,4.2
"163",28.54359436,-81.37380219,"She/hers","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",4,4,4,4,4,6,5,5,6,4,4,6,5,4,4,4,5.2,4.6,4.6
"164",8.193893433,77.43139648,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",5,6,6,6,5,5,4,5,6,5,4,6,5,6,6,5.6,5,5.4,5.33333333333333
"165",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Treatment","AWS",6,6,7,7,6,6,7,6,7,7,7,6,6,6,6,6.4,6.6,6.2,6.4
"166",41.83070374,-71.39820099,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,5,6,3,7,7,7,6,6,6,5.2,6.6,5.93333333333333
"167",9.966705322,76.23330688,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",6,6,6,4,5,5,5,5,5,4,5,4,5,5,5,5.4,4.8,4.8,5
"168",39.35209656,-76.56439972,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",3,3,1,2,1,3,3,2,3,4,2,2,2,2,1,2,3,1.8,2.26666666666667
"169",39.97689819,-74.16010284,"She/hers","Bisexual","White","22 - 30","Bachelor's Degree","Unemployed","Northeastern United States","Strongly Disagree","Treatment","AWS",7,7,7,7,7,6,7,2,7,1,7,7,7,4,6,7,4.6,6.2,5.93333333333333
"170",47.39830017,0.703704834,"She/hers","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",7,7,6,6,6,5,6,3,6,3,6,6,6,6,5,6.4,4.6,5.8,5.6
"171",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",5,5,5,5,6,4,6,4,5,5,6,5,5,5,5,5.2,4.8,5.2,5.06666666666667
"172",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,6,6,7,7,7,7,7,6,6,6,6,7,7,6,6.4,6.6,6.4,6.46666666666667
"173",48.36839294,-89.28399658,"He/his","Heterosexual","White","41 - 50","High School/GED","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",6,5,3,4,4,4,5,1,2,2,6,6,6,4,5,4.4,2.8,5.4,4.2
"174",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",5,6,5,6,5,5,5,5,7,5,6,6,6,6,6,5.4,5.4,6,5.6
"175",30.25849915,-93.11460114,"He/his","Asexual","White","31 - 40","Some undergraduate college or post-secondary school","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,2,2,1,6,6,6,5,5,6,3.4,5.6,5
"176",8.193893433,77.43139648,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,6,7,6,6,7,6,6,6,6,7,6,7,6,6.2,6.2,6.4,6.26666666666667
"177",53.33380127,-6.248794556,"She/hers","Bisexual","White","41 - 50","Some undergraduate college or post-secondary school","Unemployed","Not located in United States","Strongly Disagree","Treatment","AWS",7,7,5,7,7,7,6,3,6,3,6,7,6,7,7,6.6,5,6.6,6.06666666666667
"178",41.52360535,-83.12779999,"She/hers","Heterosexual","White","41 - 50","Bachelor's Degree","Unemployed","Midwestern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,5.6,6,5.86666666666667
"179",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",5,5,6,6,7,5,6,6,5,7,6,7,7,5,6,5.8,5.8,6.2,5.93333333333333
"180",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",7,6,6,5,6,5,5,5,5,5,4,6,5,6,6,6,5,5.4,5.46666666666667
"181",41.83329773,-71.43139648,"She/hers","Bisexual","White","31 - 40","Master's Degree","Employed - Part Time","Northeastern United States","Strongly Disagree","Control","AWS",7,7,2,7,6,6,6,6,6,6,7,7,7,6,6,5.8,6,6.6,6.13333333333333
"182",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",7,6,6,7,7,6,6,7,7,6,6,7,6,6,7,6.6,6.4,6.4,6.46666666666667
"183",9.966705322,76.23330688,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",7,5,5,6,7,6,6,5,6,6,7,6,7,5,6,6,5.8,6.2,6
"184",42.51809692,-70.89900208,"He/his","Heterosexual","White","51 - 60","Some undergraduate college or post-secondary school","Unemployed","Northeastern United States","Strongly Disagree","Treatment","AWS",7,5,6,6,7,3,3,3,2,1,7,6,5,5,5,6.2,2.4,5.6,4.73333333333333
"185",-1.284103394,36.81550598,"She/hers","Asexual","African-American/Black","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",7,6,7,6,6,6,6,5,6,1,6,6,7,7,6,6.4,4.8,6.4,5.86666666666667
"186",8.193893433,77.43139648,"She/hers","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,5,6,6,7,7,7,7,7,6,7,6,7,5.8,6.8,6.6,6.4
"187",32.21299744,-110.8279037,"Not listed","Heterosexual","White","51 - 60","Some undergraduate college or post-secondary school","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",5,5,5,4,4,3,5,2,5,3,4,4,5,4,3,4.6,3.6,4,4.06666666666667
"188",42.45840454,14.20280457,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Unemployed","Not located in United States","Strongly Disagree","Control","AWS",6,6,6,6,5,6,7,5,7,6,4,6,6,4,3,5.8,6.2,4.6,5.53333333333333
"189",39.15159607,-84.42780304,"She/hers","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Control","AWS",5,6,5,4,5,6,4,5,5,6,5,6,5,5,4,5,5.2,5,5.06666666666667
"190",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",5,6,6,5,6,6,6,5,6,6,6,6,5,6,6,5.6,5.8,5.8,5.73333333333333
"191",37.25450134,-79.12149811,"She/hers","Heterosexual","Hispanic/Latino","22 - 30","Some undergraduate college or post-secondary school","Unemployed","Southeastern United States","Strongly Disagree","Treatment","AWS",7,7,7,6,6,6,4,4,4,1,7,7,7,6,6,6.6,3.8,6.6,5.66666666666667
"192",50.11030579,8.714706421,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Control","AWS",6,6,5,5,5,5,4,6,4,4,4,4,6,5,6,5.4,4.6,5,5
"193",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",6,7,7,7,6,7,6,7,7,6,6,7,6,6,6,6.6,6.6,6.2,6.46666666666667
"194",43.16040039,-71.41790009,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",6,7,4,4,5,2,4,1,3,1,4,4,4,5,4,5.2,2.2,4.2,3.86666666666667
"195",20,77,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,7,6,6,7,7,7,7,6,7,7,6,6.2,6.6,6.6,6.46666666666667
"196",39.09970093,-94.57859802,"He/his","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",5,5,5,5,6,4,7,5,6,6,6,5,5,5,5,5.2,5.6,5.2,5.33333333333333
"197",35.31059265,-79.34719849,"She/hers","Heterosexual","White","51 - 60","Master's Degree","Retired","Southeastern United States","Strongly Disagree","Treatment","AWS",6,7,6,5,4,4,4,1,4,1,7,6,7,4,6,5.6,2.8,6,4.8
"198",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",6,7,7,7,7,7,5,6,7,7,6,6,6,6,6,6.8,6.4,6,6.4
"199",13.08430481,80.28048706,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","","Strongly Disagree","Control","AWS",5,6,7,4,5,6,6,5,7,6,5,7,6,6,6,5.4,6,6,5.8
"200",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",4,4,5,5,5,6,5,6,6,6,6,5,5,6,5,4.6,5.8,5.4,5.26666666666667
"201",33.45320129,-112.0748978,"He/his","Heterosexual","Decline to state","31 - 40","Some graduate college","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",4,6,5,5,5,5,6,6,6,4,5,5,4,6,6,5,5.4,5.2,5.2
"202",40.13699341,-87.62169647,"She/hers","Heterosexual","White","41 - 50","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Control","AWS",6,6,5,6,5,6,5,2,6,2,5,6,5,5,5,5.6,4.2,5.2,5
"203",34.05839539,-118.2779999,"She/hers","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","AWS",7,4,7,4,7,7,4,4,4,7,7,7,7,7,7,5.8,5.2,7,6
"204",32.77870178,-96.82170105,"She/hers","Heterosexual","White","22 - 30","Some graduate college","Employed - Part Time","Midwestern United States","Strongly Disagree","Treatment","MIDS",5,4,1,1,1,2,3,1,2,1,2,2,3,2,1,2.4,1.8,2,2.06666666666667
"205",41.56359863,-88.21569824,"She/hers","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Part Time","Midwestern United States","Strongly Disagree","Control","AWS",4,6,6,6,6,6,6,6,6,2,6,6,6,6,4,5.6,5.2,5.6,5.46666666666667
"206",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,7,6,7,6,7,7,6,7,7,7,6,6,6.2,6.6,6.6,6.46666666666667
"207",38.92999268,-77.34999847,"She/hers","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","MIDS",5,5,5,5,6,5,5,3,6,3,6,6,6,5,5,5.2,4.4,5.6,5.06666666666667
"208",14.6000061,120.9667053,"She/hers","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Part Time","Western United States","Strongly Disagree","Treatment","AWS",4,3,4,3,3,2,4,1,3,2,3,4,4,3,3,3.4,2.4,3.4,3.06666666666667
"209",-22.89509583,-47.04389954,"He/his","Heterosexual","Hispanic/Latino,White","22 - 30","Bachelor's Degree","Student","Not located in United States","Strongly Disagree","Control","AWS",5,6,6,6,6,5,5,4,4,3,5,5,5,6,5,5.8,4.2,5.2,5.06666666666667
"210",38.07040405,-78.90670013,"She/hers","Bisexual","White","22 - 30","Some graduate college","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"211",37.75100708,-97.8219986,"He/his","Bisexual","Asian/Asian American","22 - 30","Some graduate college","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"212",38.42070007,-121.3623047,"He/his","Heterosexual","Hispanic/Latino","31 - 40","High School/GED","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",5,4,5,4,4,5,5,5,5,5,4,5,6,4,4,4.4,5,4.6,4.66666666666667
"213",36.79429626,-119.8856049,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Some undergraduate college or post-secondary school","Student","Western United States","Strongly Disagree","Treatment","AWS",5,5,5,4,3,3,2,1,3,1,4,4,3,3,3,4.4,2,3.4,3.26666666666667
