StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_DO,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_DO,Random ID,FL_16_DO
2019-07-17 04:41:51,2019-07-17 04:44:15,IP Address,186.179.49.220,100,144,True,2019-07-17 04:44:16,R_1g14WW2VNZO6c4o,,,,,42.0702056884765625,-72.62270355224609375,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66798,BL_b7ALVqd7xfUPSC1
2019-07-17 04:43:30,2019-07-17 04:44:19,IP Address,162.220.222.35,100,49,True,2019-07-17 04:44:19,R_bexKO0NQ7VJZbzP,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly Disagree,"Jordan has a positive attitude.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send externally (for example, to a client).|I would like to work with Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|Jordan is highly motivated and committed to their work.|Jordan is sincere.|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is knowledgeable about their work.|This email is appropriate for the situation.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|Jordan has leadership qualities.",,,,,,,,,,,,,,,,,,87260,ControlEmail
2019-07-17 04:42:14,2019-07-17 04:44:20,IP Address,65.249.163.114,100,125,True,2019-07-17 04:44:21,R_3fq0Y5jG332v3bi,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,White,22 - 30,Master's Degree,Employed - Full Time,Southwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36104,BL_b7ALVqd7xfUPSC1
2019-07-17 04:41:32,2019-07-17 04:44:21,IP Address,65.249.163.200,100,168,True,2019-07-17 04:44:22,R_2fve7sDFScgaOng,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,White,22 - 30,Master's Degree,Employed - Part Time,Southwestern United States,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,"Jordan is sincere.|Jordan has leadership qualities.|Jordan is highly motivated and committed to their work.|I would like to work on a project led by Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|I would like to work with Jordan.|Jordan has a positive attitude.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is hardworking.|This email is appropriate for the situation.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to Jordan's peers at the same organizational level.",,,,,,,,,,,,,,,,,,49061,ControlEmail
2019-07-17 04:43:44,2019-07-17 04:44:24,IP Address,76.184.115.122,100,39,True,2019-07-17 04:44:24,R_Dc7sHKoXu73bkBz,,,,,32.947296142578125,-96.70279693603515625,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,"African-American/Black,White",22 - 30,Some undergraduate college or post-secondary school,"Employed - Part Time,Student",Southwestern United States,,,,,,,,,,,,,,,,,,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,"Jordan is highly motivated and committed to their work.|Jordan is hardworking.|This email is acceptable to send externally (for example, to a client).|Jordan is knowledgeable about their work.|I would like to work with Jordan.|Jordan has leadership qualities.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to Jordan's peers at the same organizational level.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is sincere.|This email is appropriate for the situation.|Jordan is friendly.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.",27403,TreatmentEmail
2019-07-17 04:43:40,2019-07-17 04:44:24,IP Address,103.114.211.13,100,44,True,2019-07-17 04:44:25,R_2wntzaWUVtZHpXm,,,,,10.990997314453125,76.966705322265625,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly Disagree,"I would like to work with Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is appropriate for the situation.|Jordan is highly motivated and committed to their work.|Jordan is friendly.|Jordan has a positive attitude.|This email is acceptable to send externally (for example, to a client).|Jordan has leadership qualities.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.",68077,TreatmentEmail
2019-07-17 04:42:13,2019-07-17 04:44:27,IP Address,172.58.220.0,100,134,True,2019-07-17 04:44:28,R_1FzVY8Ny4NhZ6oC,,,,,42.297393798828125,-71.07219696044921875,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,Over 60,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly Disagree,"This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is friendly.|I would like to work with Jordan.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is appropriate for the situation.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is sincere.|Jordan has leadership qualities.|Jordan is hardworking.|Jordan is highly motivated and committed to their work.",79175,TreatmentEmail
2019-07-17 04:41:50,2019-07-17 04:44:28,IP Address,70.162.116.211,100,157,True,2019-07-17 04:44:28,R_2b1rNt8wD34qgqJ,,,,,33.700103759765625,-111.88770294189453125,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,22 - 30,Bachelor's Degree,Employed - Full Time,Southwestern United States,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Disagree,"Jordan is knowledgeable about their work.|This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has leadership qualities.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|Jordan is highly motivated and committed to their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|Jordan is friendly.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is sincere.|This email is acceptable to send externally (for example, to a client).|I would like to work with Jordan.|I would like to work on a project led by Jordan.",55317,TreatmentEmail
2019-07-17 04:43:41,2019-07-17 04:44:38,IP Address,171.49.192.190,100,57,True,2019-07-17 04:44:39,R_2YyrqF5szCpmkCl,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,"This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan is friendly.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work with Jordan.|Jordan has a positive attitude.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is hardworking.|Jordan is sincere.|Jordan is knowledgeable about their work.|Jordan has leadership qualities.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.",,,,,,,,,,,,,,,,,,74197,ControlEmail
2019-07-17 04:41:52,2019-07-17 04:44:39,IP Address,171.49.222.86,100,166,True,2019-07-17 04:44:39,R_1qWKWgWS0tiU1Lh,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,"This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work with Jordan.|Jordan has leadership qualities.|This email is appropriate for the situation.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work on a project led by Jordan.|Jordan is knowledgeable about their work.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|Jordan is hardworking.|Jordan has a positive attitude.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is sincere.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send externally (for example, to a client).",,,,,,,,,,,,,,,,,,66540,ControlEmail
2019-07-17 04:44:12,2019-07-17 04:44:43,IP Address,45.31.82.218,100,30,True,2019-07-17 04:44:43,R_29bowsyFwIxAd5v,,,,,30.5095062255859375,-88.97350311279296875,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,41 - 50,Master's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56308,BL_b7ALVqd7xfUPSC1
2019-07-17 04:42:26,2019-07-17 04:44:50,IP Address,106.51.153.168,100,143,True,2019-07-17 04:44:51,R_C81oGkn1BBWt8GZ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,"Asian/Asian American,White",22 - 30,Master's Degree,Employed - Full Time,Midwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73081,BL_b7ALVqd7xfUPSC1
2019-07-17 04:44:11,2019-07-17 04:44:51,IP Address,204.85.209.209,100,40,True,2019-07-17 04:44:52,R_cH0VXTV7jiR7WXn,,,,,35.8639068603515625,-78.535003662109375,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,41 - 50,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17887,BL_b7ALVqd7xfUPSC1
2019-07-17 04:42:24,2019-07-17 04:44:54,IP Address,50.239.137.98,100,149,True,2019-07-17 04:44:54,R_Ua1fWpRIO3FlLLX,,,,,36.402801513671875,-97.86229705810546875,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,41 - 50,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly Disagree,"Jordan is friendly.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This email is acceptable to send externally (for example, to a client).|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is appropriate for the situation.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|Jordan has a positive attitude.|Jordan is sincere.|I would like to work with Jordan.|Jordan is highly motivated and committed to their work.|I would like to work on a project led by Jordan.",52277,TreatmentEmail
2019-07-17 04:41:42,2019-07-17 04:44:55,IP Address,171.49.203.205,100,193,True,2019-07-17 04:44:55,R_28GMpXaWM6lkl4I,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,"Jordan has a positive attitude.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|This email is appropriate for the situation.|Jordan is sincere.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is friendly.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is highly motivated and committed to their work.|I would like to work with Jordan.|Jordan has leadership qualities.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work on a project led by Jordan.",49002,TreatmentEmail
2019-07-17 04:43:16,2019-07-17 04:44:57,IP Address,197.159.139.209,100,100,True,2019-07-17 04:44:57,R_1HnODkwuYyVRjV9,,,,,5.550201416015625,-0.2174072265625,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,African-American/Black,31 - 40,Bachelor's Degree,Employed - Full Time,Southwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33374,BL_b7ALVqd7xfUPSC1
2019-07-17 04:43:12,2019-07-17 04:44:59,Survey Preview,,100,107,True,2019-07-17 04:44:59,R_3kk0F1bG5f1fNty,,,,,39.9340057373046875,-75.160003662109375,preview,EN,I agree and want to continue the survey,She/hers,Bisexual,"Asian/Asian American,White",31 - 40,Master's Degree,"Employed - Full Time,Student",Northeastern United States,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,"This email is acceptable to send externally (for example, to a client).|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is appropriate for the situation.|Jordan has a positive attitude.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work with Jordan.|Jordan is friendly.|Jordan has leadership qualities.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.",,,,,,,,,,,,,,,,,,51370,ControlEmail
2019-07-17 04:40:59,2019-07-17 04:45:01,IP Address,117.193.140.149,100,242,True,2019-07-17 04:45:01,R_1fZa4dr0gkrBsrk,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Decline to state,Asian/Asian American,31 - 40,Master's Degree,Employed - Part Time,Northeastern United States,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,"Jordan has a positive attitude.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|Jordan is sincere.|I would like to work on a project led by Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|Jordan is highly motivated and committed to their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is friendly.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|I would like to work with Jordan.|Jordan has leadership qualities.",,,,,,,,,,,,,,,,,,84372,ControlEmail
2019-07-17 04:43:42,2019-07-17 04:45:03,IP Address,117.221.216.83,100,80,True,2019-07-17 04:45:04,R_7af14cdsCOjgG7n,,,,,11.350006103515625,77.733306884765625,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Native American/Alaskan Native,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35226,BL_b7ALVqd7xfUPSC1
2019-07-17 04:43:49,2019-07-17 04:45:04,IP Address,122.183.158.138,100,75,True,2019-07-17 04:45:05,R_3P6IHj9soHDMCmC,,,,,20,77,anonymous,EN,I agree and want to continue the survey,He/his,Asexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly Disagree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|Jordan is sincere.|Jordan has a positive attitude.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|I would like to work with Jordan.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is friendly.|Jordan is knowledgeable about their work.|I would like to work on a project led by Jordan.|Jordan is highly motivated and committed to their work.",47395,TreatmentEmail
2019-07-17 04:41:44,2019-07-17 04:45:14,IP Address,122.164.46.106,100,209,True,2019-07-17 04:45:14,R_3g15KQNsc139QDZ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Asexual,Asian/Asian American,22 - 30,Master's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"I would like to work on a project led by Jordan.|Jordan is highly motivated and committed to their work.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|Jordan is friendly.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work with Jordan.|Jordan is hardworking.|Jordan has leadership qualities.|This email is appropriate for the situation.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is sincere.",12625,TreatmentEmail
2019-07-17 04:41:30,2019-07-17 04:45:19,IP Address,92.53.44.69,100,228,True,2019-07-17 04:45:19,R_1LGPCsFCnPKKin9,,,,,41.031097412109375,21.340301513671875,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,31 - 40,Master's Degree,Employed - Part Time,Not located in United States,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,"Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is appropriate for the situation.|Jordan has leadership qualities.|I would like to work with Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|I would like to work on a project led by Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is friendly.|Jordan is knowledgeable about their work.|Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has a positive attitude.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.",,,,,,,,,,,,,,,,,,38526,ControlEmail
2019-07-17 04:44:08,2019-07-17 04:45:21,IP Address,157.50.117.211,100,72,True,2019-07-17 04:45:22,R_1CmcETh7koaPqcJ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Some undergraduate college or post-secondary school,Unemployed,Southwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26341,BL_b7ALVqd7xfUPSC1
2019-07-17 04:43:38,2019-07-17 04:45:23,IP Address,171.49.193.100,100,105,True,2019-07-17 04:45:24,R_bqqxt3ClS0n9OCZ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,Not listed,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly Disagree,"I would like to work with Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has leadership qualities.|This email is acceptable to send externally (for example, to a client).|Jordan is friendly.|This email is appropriate for the situation.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|Jordan is knowledgeable about their work.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|Jordan is hardworking.|Jordan is sincere.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.",37165,TreatmentEmail
2019-07-17 04:40:43,2019-07-17 04:45:24,IP Address,122.183.158.138,100,281,True,2019-07-17 04:45:25,R_27fK4JzlUMSw2kb,,,,,20,77,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42168,BL_b7ALVqd7xfUPSC1
2019-07-17 04:44:37,2019-07-17 04:45:30,IP Address,171.49.192.155,100,53,True,2019-07-17 04:45:31,R_1l9pT69eryKx27B,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly Disagree,"Jordan is sincere.|Jordan has leadership qualities.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is appropriate for the situation.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is hardworking.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work with Jordan.|I would like to work on a project led by Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is friendly.|Jordan is highly motivated and committed to their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|Jordan is knowledgeable about their work.",19351,TreatmentEmail
2019-07-17 04:42:55,2019-07-17 04:45:38,IP Address,151.27.74.148,100,163,True,2019-07-17 04:45:39,R_3McIzWroISDrZ2V,,,,,41.8903961181640625,12.5124053955078125,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,31 - 40,Bachelor's Degree,Employed - Part Time,Not located in United States,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,"Jordan is hardworking.|This email is appropriate for the situation.|This email is acceptable to send externally (for example, to a client).|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is sincere.|I would like to work with Jordan.|Jordan has leadership qualities.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|Jordan is friendly.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.",50929,TreatmentEmail
2019-07-17 04:45:14,2019-07-17 04:45:40,IP Address,122.164.230.152,100,25,True,2019-07-17 04:45:40,R_cA58BnNdTWOONkR,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55984,BL_b7ALVqd7xfUPSC1
2019-07-17 04:45:14,2019-07-17 04:45:45,IP Address,38.67.206.218,100,31,True,2019-07-17 04:45:45,R_2cbmrfuyai8xhlJ,,,,,39.40570068359375,-87.4026031494140625,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,"Hispanic/Latino,White",31 - 40,Some graduate college,Unemployed,Midwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99493,BL_b7ALVqd7xfUPSC1
